transport_type,route_id,origin_station,destination_station,weather_condition,event_type,season,day_of_week,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,traffic_congestion_index,holiday,peak_hour,event_attendance_est,log_event_attendance,has_event,year,month,day_of_month,weekday_num,is_weekend,quarter,departure_hour,departure_minute,arrival_hour,arrival_minute,departure_minutes,arrival_minutes,scheduled_trip_duration_min,departure_hour_sin,departure_hour_cos
Train,Route_13,Station_27,Station_26,Rain,Unknown / Missing Event,Winter,Wednesday,31.1,86,41,3.2,91,0,0,0,0.0,0,2023,1,18,2,0,1,11,3,11,55,663,715,52,0.24615329302899322,-0.9692309097067543
Tram,Route_8,Station_20,Station_25,Rain,Parade,Spring,Saturday,29.1,31,28,9.2,8,0,0,500,6.2166061010848646,1,2023,1,7,5,1,1,3,15,3,57,195,237,42,0.7518398074789773,0.659345815100069
Bus,Route_3,Station_45,Station_9,Clear,Unknown / Missing Event,Autumn,Monday,5.9,58,4,11.8,81,0,0,0,0.0,0,2023,1,9,0,0,1,14,49,15,21,889,921,32,-0.6723668074346678,-0.7402181274868322
Metro,Route_19,Station_44,Station_32,Storm,Protest,Winter,Monday,12.0,89,48,17.8,33,0,1,500,6.2166061010848646,1,2023,1,16,0,0,1,23,30,0,15,1410,15,45,-0.13052619222005168,0.9914448613738104
Bus,Route_3,Station_38,Station_44,Rain,Unknown / Missing Event,Spring,Tuesday,19.3,81,28,3.0,31,0,0,0,0.0,0,2023,1,10,1,0,1,10,34,11,20,634,680,46,0.36650122672429714,-0.9304175679820246
Bus,Route_20,Station_40,Station_2,Snow,Protest,Spring,Friday,15.5,85,8,0.6,14,0,0,0,0.0,0,2023,1,20,4,0,1,13,1,13,49,781,829,48,-0.26303121445797495,-0.9647873238288129
Train,Route_5,Station_3,Station_41,Fog,Festival,Autumn,Thursday,4.9,53,35,7.9,49,0,0,500,6.2166061010848646,1,2023,1,19,3,0,1,11,2,11,54,662,714,52,0.25038000405444133,-0.9681476403781077
Train,Route_9,Station_26,Station_37,Fog,Unknown / Missing Event,Spring,Tuesday,-2.7,40,44,2.7,94,0,0,0,0.0,0,2023,1,17,1,0,1,4,46,5,39,286,339,53,0.9483236552061993,0.3173046564050921
Tram,Route_3,Station_38,Station_16,Cloudy,Unknown / Missing Event,Spring,Monday,10.5,39,3,7.0,31,0,0,10000,9.210440366976517,1,2023,1,2,0,0,1,14,34,14,51,874,891,17,-0.6225146366376194,-0.782608156852414
Tram,Route_8,Station_46,Station_46,Storm,Unknown / Missing Event,Summer,Sunday,8.9,33,32,14.5,99,0,1,2000,7.601402334583733,1,2023,1,15,6,1,1,4,31,5,24,271,324,53,0.9255405040175664,0.37864861735243305
Metro,Route_1,Station_37,Station_16,Clear,Unknown / Missing Event,Summer,Monday,33.4,68,42,15.9,11,0,0,0,0.0,0,2023,1,2,0,0,1,3,3,3,32,183,212,29,0.7163019434246541,0.6977904598416802
Tram,Route_2,Station_5,Station_3,Storm,Sports,Spring,Thursday,7.7,37,37,18.4,11,0,0,2000,7.601402334583733,1,2023,1,5,3,0,1,18,33,18,59,1113,1139,26,-0.9896513868196702,0.14349262199117904
Train,Route_5,Station_35,Station_35,Storm,Unknown / Missing Event,Winter,Sunday,31.5,92,15,5.7,23,0,1,0,0.0,0,2023,1,15,6,1,1,17,45,18,33,1065,1113,48,-0.9978589232386035,-0.06540312923014362
Train,Route_5,Station_40,Station_15,Rain,Sports,Winter,Saturday,-3.5,81,32,17.9,93,1,0,0,0.0,0,2023,1,14,5,1,1,0,1,0,41,1,41,40,0.004363309284746571,0.9999904807207345
Bus,Route_2,Station_5,Station_17,Fog,Unknown / Missing Event,Autumn,Thursday,22.3,88,22,12.0,54,0,0,0,0.0,0,2023,1,19,3,0,1,11,32,11,50,692,710,18,0.12186934340514755,-0.992546151641322
Train,Route_12,Station_17,Station_28,Snow,Unknown / Missing Event,Winter,Monday,22.3,37,2,2.1,23,0,0,0,0.0,0,2023,1,9,0,0,1,13,17,13,57,797,837,40,-0.32969064526278713,-0.9440890203927843
Bus,Route_11,Station_21,Station_34,Clear,Unknown / Missing Event,Summer,Friday,18.8,45,45,6.2,70,1,0,0,0.0,0,2023,1,13,4,0,1,2,19,2,47,139,167,28,0.569996762596303,0.8216469379421637
Tram,Route_7,Station_12,Station_25,Clear,Protest,Winter,Wednesday,18.8,41,48,15.2,43,0,0,0,0.0,0,2023,1,11,2,0,1,1,19,1,37,79,97,18,0.33791671800332695,0.9411760152563706
Metro,Route_11,Station_21,Station_27,Snow,Unknown / Missing Event,Spring,Saturday,17.8,46,53,14.3,19,0,1,0,0.0,0,2023,1,14,5,1,1,18,16,18,53,1096,1133,37,-0.9975640502598243,0.06975647374412522
Metro,Route_9,Station_29,Station_4,Clear,Unknown / Missing Event,Autumn,Sunday,13.2,61,56,10.0,46,0,1,0,0.0,0,2023,1,15,6,1,1,4,19,4,41,259,281,22,0.9044551454543679,0.4265687399014585
Metro,Route_14,Station_39,Station_22,Fog,Unknown / Missing Event,Winter,Wednesday,31.1,96,19,10.2,13,1,1,500,6.2166061010848646,1,2023,1,4,2,0,1,18,17,18,54,1097,1134,37,-0.9972501850994857,0.07410849019539888
Bus,Route_4,Station_7,Station_24,Storm,Unknown / Missing Event,Autumn,Tuesday,22.3,75,2,1.2,74,0,1,0,0.0,0,2023,1,3,1,0,1,14,18,14,56,858,896,38,-0.5664062369248329,-0.8241261886220156
Bus,Route_12,Station_28,Station_45,Fog,Concert,Spring,Saturday,21.3,95,42,11.7,82,0,0,0,0.0,0,2023,1,7,5,1,1,23,15,0,4,1395,4,49,-0.19509032201612872,0.9807852804032303
Bus,Route_17,Station_39,Station_44,Cloudy,Unknown / Missing Event,Winter,Tuesday,9.3,92,34,17.4,88,0,0,500,6.2166061010848646,1,2023,1,10,1,0,1,2,1,2,42,121,162,41,0.5037739770455263,0.8638355052043957
Metro,Route_6,Station_40,Station_48,Snow,Unknown / Missing Event,Autumn,Friday,-1.2,84,33,8.5,94,0,0,0,0.0,0,2023,1,13,4,0,1,5,32,5,50,332,350,18,0.992546151641322,0.12186934340514749
Tram,Route_10,Station_10,Station_35,Snow,Concert,Spring,Sunday,16.5,74,19,5.5,39,1,0,10000,9.210440366976517,1,2023,1,8,6,1,1,20,49,21,26,1249,1286,37,-0.740218127486832,0.6723668074346681
Train,Route_17,Station_10,Station_37,Cloudy,Unknown / Missing Event,Autumn,Friday,10.0,73,42,9.4,87,0,0,0,0.0,0,2023,1,6,4,0,1,16,46,17,33,1006,1053,47,-0.9483236552061992,-0.31730465640509264
Metro,Route_18,Station_33,Station_7,Clear,Unknown / Missing Event,Summer,Saturday,9.5,48,16,7.0,4,0,0,10000,9.210440366976517,1,2023,1,7,5,1,1,11,19,11,59,679,719,40,0.17794354547384186,-0.9840406976462909
Metro,Route_14,Station_35,Station_10,Fog,Parade,Winter,Thursday,0.5,82,35,8.8,76,0,0,10000,9.210440366976517,1,2023,1,12,3,0,1,22,15,22,58,1335,1378,43,-0.4422886902190014,0.8968727415326883
Train,Route_16,Station_39,Station_4,Storm,Unknown / Missing Event,Spring,Wednesday,0.3,76,22,13.2,43,0,0,0,0.0,0,2023,1,11,2,0,1,23,18,0,1,1398,1,43,-0.18223552549214783,0.9832549075639545
Train,Route_20,Station_38,Station_48,Fog,Unknown / Missing Event,Winter,Thursday,18.9,54,17,1.6,36,0,0,0,0.0,0,2023,1,19,3,0,1,20,17,20,50,1217,1250,33,-0.8265897491271886,0.5628049276950685
Tram,Route_19,Station_26,Station_18,Clear,Unknown / Missing Event,Winter,Sunday,27.4,55,41,6.4,84,0,0,500,6.2166061010848646,1,2023,1,1,6,1,1,5,49,6,8,349,368,19,0.9988483864849507,0.04797812852134391
Train,Route_15,Station_38,Station_15,Storm,Unknown / Missing Event,Winter,Monday,15.4,35,52,5.6,20,0,0,0,0.0,0,2023,1,16,0,0,1,23,47,0,41,1427,41,54,-0.05669278756337689,0.9983916705573489
Train,Route_19,Station_26,Station_32,Snow,Unknown / Missing Event,Summer,Sunday,-4.6,33,2,0.6,14,0,0,0,0.0,0,2023,1,8,6,1,1,14,47,15,14,887,914,27,-0.6658816660008345,-0.7460573750616993
Train,Route_8,Station_3,Station_45,Snow,Unknown / Missing Event,Spring,Saturday,24.7,46,13,1.8,61,0,1,0,0.0,0,2023,1,21,5,1,1,15,48,16,30,948,990,42,-0.8386705679454242,-0.544639035015027
Metro,Route_17,Station_45,Station_10,Snow,Unknown / Missing Event,Summer,Friday,8.0,38,21,4.8,60,0,0,0,0.0,0,2023,1,20,4,0,1,4,46,5,5,286,305,19,0.9483236552061993,0.3173046564050921
Metro,Route_2,Station_28,Station_19,Storm,Parade,Spring,Wednesday,7.8,99,31,18.2,46,0,0,10000,9.210440366976517,1,2023,1,11,2,0,1,11,31,11,52,691,712,21,0.12619896913583,-0.992004949679715
Bus,Route_7,Station_23,Station_43,Fog,Unknown / Missing Event,Summer,Saturday,19.4,54,25,8.4,12,0,1,0,0.0,0,2023,1,14,5,1,1,23,33,0,19,1413,19,46,-0.11753739745783766,0.9930684569549263
Metro,Route_10,Station_11,Station_28,Snow,Sports,Winter,Sunday,1.4,98,41,8.0,95,0,1,0,0.0,0,2023,1,1,6,1,1,19,3,19,25,1143,1165,22,-0.9624552364536472,0.2714404498650747
Bus,Route_1,Station_49,Station_47,Fog,Unknown / Missing Event,Autumn,Saturday,-4.4,80,13,16.3,41,0,0,0,0.0,0,2023,1,7,5,1,1,4,1,4,57,241,297,56,0.8681988144891423,0.49621650367520814
Metro,Route_8,Station_16,Station_25,Clear,Unknown / Missing Event,Autumn,Sunday,0.6,97,28,12.0,73,0,1,0,0.0,0,2023,1,15,6,1,1,15,48,16,11,948,971,23,-0.8386705679454242,-0.544639035015027
Train,Route_4,Station_25,Station_8,Clear,Sports,Autumn,Thursday,30.4,51,46,8.4,82,0,0,0,0.0,0,2023,1,19,3,0,1,18,47,19,12,1127,1152,25,-0.979045472484584,0.203641751140177
Metro,Route_19,Station_20,Station_19,Snow,Unknown / Missing Event,Spring,Thursday,21.5,35,47,9.2,88,0,0,0,0.0,0,2023,1,5,3,0,1,9,16,10,7,556,607,51,0.6560590289905073,-0.754709580222772
Tram,Route_6,Station_15,Station_31,Fog,Unknown / Missing Event,Summer,Friday,34.1,63,59,14.2,52,0,1,0,0.0,0,2023,1,13,4,0,1,16,17,17,13,977,1033,56,-0.9006982393225876,-0.43444525740441764
Bus,Route_9,Station_28,Station_37,Storm,Unknown / Missing Event,Spring,Thursday,5.3,87,32,7.8,15,0,0,0,0.0,0,2023,1,12,3,0,1,2,47,3,23,167,203,36,0.6658816660008343,0.7460573750616994
Metro,Route_3,Station_6,Station_30,Snow,Concert,Winter,Wednesday,-3.7,45,46,13.6,57,0,0,0,0.0,0,2023,1,4,2,0,1,1,17,1,36,77,96,19,0.3296906452627873,0.9440890203927842
Tram,Route_8,Station_41,Station_26,Cloudy,Unknown / Missing Event,Winter,Friday,22.0,37,14,16.3,32,0,1,0,0.0,0,2023,1,6,4,0,1,22,18,23,11,1338,1391,53,-0.4305110968082952,0.9025852843498606
Train,Route_20,Station_9,Station_26,Storm,Sports,Winter,Monday,33.7,32,47,13.7,69,0,1,0,0.0,0,2023,1,2,0,0,1,7,30,7,53,450,473,23,0.9238795325112867,-0.3826834323650897
Tram,Route_19,Station_28,Station_27,Fog,Unknown / Missing Event,Spring,Sunday,34.8,86,2,0.3,4,0,0,0,0.0,0,2023,1,15,6,1,1,8,17,8,56,497,536,39,0.8265897491271886,-0.5628049276950686
Train,Route_13,Station_2,Station_44,Fog,Unknown / Missing Event,Autumn,Sunday,8.5,56,7,10.4,5,0,0,0,0.0,0,2023,1,8,6,1,1,8,18,8,38,498,518,20,0.8241261886220158,-0.5664062369248326
Tram,Route_17,Station_11,Station_4,Clear,Festival,Winter,Sunday,-3.7,93,28,3.0,57,0,0,0,0.0,0,2023,1,1,6,1,1,9,48,10,5,588,605,17,0.5446390350150269,-0.8386705679454242
Bus,Route_5,Station_8,Station_18,Cloudy,Concert,Autumn,Saturday,28.6,37,47,14.7,43,0,0,10000,9.210440366976517,1,2023,1,14,5,1,1,1,17,2,0,77,120,43,0.3296906452627873,0.9440890203927842
Bus,Route_8,Station_1,Station_30,Fog,Unknown / Missing Event,Autumn,Wednesday,33.8,51,18,6.9,15,1,0,10000,9.210440366976517,1,2023,1,11,2,0,1,16,46,17,35,1006,1055,49,-0.9483236552061992,-0.31730465640509264
Train,Route_15,Station_31,Station_23,Clear,Unknown / Missing Event,Summer,Friday,21.1,92,37,7.3,22,0,1,0,0.0,0,2023,1,6,4,0,1,5,49,6,36,349,396,47,0.9988483864849507,0.04797812852134391
Metro,Route_9,Station_36,Station_45,Storm,Unknown / Missing Event,Autumn,Wednesday,-4.7,36,19,10.7,23,0,0,0,0.0,0,2023,1,4,2,0,1,21,19,21,43,1279,1303,24,-0.6461239796429639,0.7632324697825288
Bus,Route_11,Station_41,Station_43,Rain,Unknown / Missing Event,Winter,Friday,21.2,44,29,1.7,96,0,0,0,0.0,0,2023,1,6,4,0,1,6,1,6,54,361,414,53,0.9999904807207345,-0.00436330928474646
Metro,Route_8,Station_34,Station_47,Storm,Sports,Summer,Thursday,34.1,71,15,19.4,43,0,0,0,0.0,0,2023,1,12,3,0,1,19,0,19,21,1140,1161,21,-0.9659258262890682,0.25881904510252113
Tram,Route_15,Station_8,Station_48,Clear,Parade,Summer,Sunday,25.6,64,33,9.4,10,0,0,0,0.0,0,2023,1,1,6,1,1,8,4,8,37,484,517,33,0.8571673007021123,-0.5150380749100543
Tram,Route_9,Station_17,Station_45,Cloudy,Festival,Winter,Monday,7.4,91,44,19.6,72,0,0,50000,10.819798284210286,1,2023,1,2,0,0,1,15,34,16,2,934,962,28,-0.8038568606172171,-0.5948227867513417
Train,Route_11,Station_23,Station_13,Storm,Concert,Spring,Monday,10.9,68,24,14.9,32,0,0,2000,7.601402334583733,1,2023,1,2,0,0,1,6,33,7,15,393,435,42,0.9896513868196702,-0.14349262199117915
Train,Route_20,Station_17,Station_16,Cloudy,Unknown / Missing Event,Autumn,Wednesday,7.0,31,34,2.8,22,0,0,10000,9.210440366976517,1,2023,1,11,2,0,1,8,46,9,6,526,546,20,0.7489557207890021,-0.6626200482157376
Train,Route_6,Station_20,Station_14,Rain,Concert,Summer,Friday,2.3,33,24,3.7,78,1,0,50000,10.819798284210286,1,2023,1,13,4,0,1,17,48,18,35,1068,1115,47,-0.9986295347545738,-0.052335956242944306
Tram,Route_11,Station_22,Station_37,Rain,Sports,Summer,Sunday,29.4,38,56,11.4,72,0,0,0,0.0,0,2023,1,8,6,1,1,1,15,2,0,75,120,45,0.3214394653031616,0.9469301294951057
Metro,Route_5,Station_25,Station_12,Rain,Concert,Winter,Thursday,14.8,48,2,1.6,3,0,1,0,0.0,0,2023,1,19,3,0,1,21,32,22,22,1292,1342,50,-0.6018150231520483,0.7986355100472928
Metro,Route_6,Station_19,Station_34,Snow,Unknown / Missing Event,Spring,Thursday,20.9,72,47,10.8,46,0,0,2000,7.601402334583733,1,2023,1,19,3,0,1,10,48,11,23,648,683,35,0.3090169943749475,-0.9510565162951535
Tram,Route_16,Station_37,Station_3,Storm,Unknown / Missing Event,Winter,Tuesday,5.8,43,45,19.6,78,0,0,0,0.0,0,2023,1,17,1,0,1,22,18,23,0,1338,1380,42,-0.4305110968082952,0.9025852843498606
Train,Route_8,Station_47,Station_49,Clear,Parade,Autumn,Tuesday,28.8,73,27,0.9,29,0,0,2000,7.601402334583733,1,2023,1,17,1,0,1,21,32,21,56,1292,1316,24,-0.6018150231520483,0.7986355100472928
Train,Route_18,Station_46,Station_35,Fog,Unknown / Missing Event,Summer,Wednesday,21.9,67,33,13.1,81,0,0,0,0.0,0,2023,1,11,2,0,1,4,30,4,56,270,296,26,0.9238795325112867,0.38268343236508984
Bus,Route_1,Station_7,Station_41,Storm,Unknown / Missing Event,Autumn,Monday,6.3,71,49,6.7,10,0,0,0,0.0,0,2023,1,9,0,0,1,4,31,5,6,271,306,35,0.9255405040175664,0.37864861735243305
Metro,Route_3,Station_3,Station_9,Storm,Unknown / Missing Event,Winter,Thursday,5.0,64,21,11.5,6,0,1,0,0.0,0,2023,1,19,3,0,1,18,15,19,0,1095,1140,45,-0.9978589232386036,0.06540312923014237
Metro,Route_11,Station_44,Station_27,Snow,Protest,Summer,Friday,4.2,97,33,15.5,10,0,1,0,0.0,0,2023,1,20,4,0,1,8,18,8,39,498,519,21,0.8241261886220158,-0.5664062369248326
Train,Route_5,Station_30,Station_33,Cloudy,Unknown / Missing Event,Winter,Wednesday,17.2,76,28,5.3,66,0,0,0,0.0,0,2023,1,4,2,0,1,3,33,3,54,213,234,21,0.8012538126910607,0.5983246005706591
Train,Route_17,Station_18,Station_44,Cloudy,Concert,Winter,Tuesday,18.4,59,43,9.6,82,0,0,10000,9.210440366976517,1,2023,1,17,1,0,1,23,47,0,5,1427,5,18,-0.05669278756337689,0.9983916705573489
Metro,Route_14,Station_36,Station_7,Cloudy,Concert,Autumn,Friday,18.2,48,1,2.7,80,0,0,0,0.0,0,2023,1,6,4,0,1,14,0,14,32,840,872,32,-0.5000000000000001,-0.8660254037844386
Metro,Route_1,Station_36,Station_23,Rain,Parade,Summer,Monday,13.9,62,24,9.6,28,0,0,0,0.0,0,2023,1,16,0,0,1,8,0,8,26,480,506,26,0.8660254037844387,-0.4999999999999998
Bus,Route_10,Station_28,Station_25,Fog,Sports,Summer,Thursday,0.9,54,1,10.1,76,0,1,10000,9.210440366976517,1,2023,1,12,3,0,1,18,30,19,25,1110,1165,55,-0.9914448613738104,0.13052619222005213
Metro,Route_5,Station_47,Station_11,Clear,Festival,Spring,Wednesday,27.1,45,11,19.0,73,0,0,0,0.0,0,2023,1,11,2,0,1,3,18,4,7,198,247,49,0.760405965600031,0.6494480483301835
Tram,Route_18,Station_17,Station_3,Fog,Festival,Spring,Saturday,29.9,39,23,16.1,91,0,0,500,6.2166061010848646,1,2023,1,7,5,1,1,1,19,1,39,79,99,20,0.33791671800332695,0.9411760152563706
Tram,Route_20,Station_22,Station_14,Snow,Festival,Spring,Friday,11.2,93,7,6.3,85,0,0,500,6.2166061010848646,1,2023,1,6,4,0,1,8,45,9,25,525,565,40,0.7518398074789774,-0.6593458151000688
Bus,Route_4,Station_26,Station_4,Clear,Sports,Autumn,Sunday,6.9,50,3,18.3,30,0,0,0,0.0,0,2023,1,8,6,1,1,10,0,10,39,600,639,39,0.49999999999999994,-0.8660254037844387
Bus,Route_12,Station_33,Station_34,Cloudy,Unknown / Missing Event,Summer,Monday,15.9,41,55,0.9,44,0,1,0,0.0,0,2023,1,9,0,0,1,16,46,17,25,1006,1045,39,-0.9483236552061992,-0.31730465640509264
Train,Route_2,Station_11,Station_18,Snow,Sports,Summer,Saturday,22.2,66,38,19.5,9,0,0,500,6.2166061010848646,1,2023,1,14,5,1,1,22,30,23,26,1350,1406,56,-0.38268343236508956,0.9238795325112868
Train,Route_12,Station_21,Station_41,Cloudy,Sports,Winter,Friday,-4.1,67,37,4.1,28,0,0,500,6.2166061010848646,1,2023,1,6,4,0,1,20,17,21,9,1217,1269,52,-0.8265897491271886,0.5628049276950685
Train,Route_20,Station_44,Station_8,Snow,Unknown / Missing Event,Winter,Friday,16.4,93,51,6.3,1,0,0,500,6.2166061010848646,1,2023,1,13,4,0,1,7,32,8,4,452,484,32,0.9205048534524404,-0.3907311284892736
Tram,Route_8,Station_1,Station_50,Fog,Unknown / Missing Event,Spring,Saturday,31.7,91,55,0.9,37,0,0,10000,9.210440366976517,1,2023,1,21,5,1,1,9,49,10,28,589,628,39,0.540974471367994,-0.8410390129643924
Bus,Route_2,Station_31,Station_11,Fog,Unknown / Missing Event,Summer,Friday,7.8,49,57,17.9,78,1,0,0,0.0,0,2023,1,13,4,0,1,1,46,2,41,106,161,55,0.44619781310980877,0.8949343616020251
Metro,Route_9,Station_10,Station_44,Snow,Sports,Spring,Sunday,32.5,30,38,3.5,9,0,0,0,0.0,0,2023,1,8,6,1,1,12,15,12,43,735,763,28,-0.06540312923014287,-0.9978589232386035
Metro,Route_14,Station_24,Station_29,Rain,Unknown / Missing Event,Autumn,Monday,2.5,44,29,16.7,47,0,1,0,0.0,0,2023,1,16,0,0,1,13,34,14,18,814,858,44,-0.3987490689252463,-0.917060074385124
Tram,Route_20,Station_19,Station_27,Clear,Sports,Summer,Tuesday,2.3,81,23,7.0,24,0,0,0,0.0,0,2023,1,17,1,0,1,0,2,0,46,2,46,44,0.008726535498373935,0.9999619230641713
Train,Route_13,Station_9,Station_16,Clear,Unknown / Missing Event,Autumn,Wednesday,17.2,30,15,17.9,12,0,1,0,0.0,0,2023,1,18,2,0,1,6,45,7,27,405,447,42,0.9807852804032305,-0.19509032201612797
Metro,Route_3,Station_39,Station_32,Storm,Festival,Summer,Tuesday,20.0,35,6,13.2,77,0,0,0,0.0,0,2023,1,17,1,0,1,22,2,22,20,1322,1340,18,-0.4924235601034673,0.8703556959398996
Metro,Route_13,Station_28,Station_23,Clear,Parade,Spring,Tuesday,0.3,92,0,5.4,97,0,1,0,0.0,0,2023,1,10,1,0,1,13,15,14,2,795,842,47,-0.3214394653031611,-0.9469301294951058
Train,Route_12,Station_17,Station_35,Storm,Festival,Spring,Sunday,7.0,84,51,5.5,72,0,1,0,0.0,0,2023,1,1,6,1,1,22,34,22,58,1354,1378,24,-0.36650122672429725,0.9304175679820246
Metro,Route_13,Station_1,Station_40,Fog,Concert,Autumn,Thursday,11.2,33,29,2.0,98,0,0,0,0.0,0,2023,1,5,3,0,1,10,19,10,57,619,657,38,0.42656873990145816,-0.9044551454543681
Train,Route_8,Station_32,Station_36,Cloudy,Concert,Winter,Tuesday,22.4,55,33,12.2,6,1,0,0,0.0,0,2023,1,3,1,0,1,0,47,1,34,47,94,47,0.2036417511401775,0.9790454724845838
Metro,Route_2,Station_36,Station_10,Storm,Unknown / Missing Event,Winter,Monday,5.2,40,27,3.9,20,0,0,2000,7.601402334583733,1,2023,1,9,0,0,1,6,18,6,41,378,401,23,0.996917333733128,-0.07845909572784487
Train,Route_7,Station_39,Station_20,Clear,Unknown / Missing Event,Spring,Tuesday,19.2,58,20,1.3,34,0,0,2000,7.601402334583733,1,2023,1,10,1,0,1,23,30,0,15,1410,15,45,-0.13052619222005168,0.9914448613738104
Train,Route_2,Station_6,Station_2,Clear,Concert,Spring,Wednesday,33.1,57,41,10.2,49,0,0,10000,9.210440366976517,1,2023,1,4,2,0,1,12,46,13,27,766,807,41,-0.19936793441719658,-0.9799247046208297
Bus,Route_12,Station_50,Station_46,Cloudy,Unknown / Missing Event,Spring,Monday,3.0,51,36,12.8,48,0,0,0,0.0,0,2023,1,9,0,0,1,9,16,9,50,556,590,34,0.6560590289905073,-0.754709580222772
Metro,Route_15,Station_6,Station_36,Snow,Unknown / Missing Event,Autumn,Saturday,25.2,66,25,14.8,36,1,0,2000,7.601402334583733,1,2023,1,7,5,1,1,13,18,14,1,798,841,43,-0.3338068592337705,-0.9426414910921785
Metro,Route_11,Station_9,Station_10,Rain,Unknown / Missing Event,Autumn,Thursday,32.2,92,40,5.3,96,0,0,0,0.0,0,2023,1,19,3,0,1,9,33,10,20,573,620,47,0.5983246005706592,-0.8012538126910606
Tram,Route_11,Station_14,Station_2,Fog,Festival,Summer,Thursday,33.9,63,31,17.7,28,0,0,0,0.0,0,2023,1,12,3,0,1,5,17,5,52,317,352,35,0.9824503977255098,0.18652403600873457
Bus,Route_4,Station_19,Station_37,Fog,Concert,Summer,Monday,25.1,99,14,15.0,13,0,0,0,0.0,0,2023,1,9,0,0,1,5,30,6,19,330,379,49,0.9914448613738104,0.1305261922200517
Train,Route_15,Station_48,Station_24,Cloudy,Unknown / Missing Event,Autumn,Sunday,20.5,83,29,0.2,0,0,1,0,0.0,0,2023,1,8,6,1,1,0,33,1,22,33,82,49,0.14349262199117932,0.9896513868196702
Train,Route_18,Station_2,Station_5,Cloudy,Festival,Winter,Wednesday,19.7,71,47,7.9,7,0,0,0,0.0,0,2023,1,4,2,0,1,23,46,0,9,1426,9,23,-0.061048539534856866,0.9981347984218669
Tram,Route_17,Station_22,Station_6,Snow,Festival,Autumn,Wednesday,11.1,81,35,7.3,86,0,0,0,0.0,0,2023,1,18,2,0,1,22,34,23,7,1354,1387,33,-0.36650122672429725,0.9304175679820246
Tram,Route_18,Station_47,Station_47,Rain,Concert,Autumn,Friday,30.4,42,9,5.7,1,0,1,0,0.0,0,2023,1,6,4,0,1,13,49,14,28,829,868,39,-0.4578739151169568,-0.8890171414857364
Bus,Route_15,Station_7,Station_41,Fog,Protest,Spring,Thursday,15.1,85,22,19.6,74,0,0,0,0.0,0,2023,1,5,3,0,1,5,4,5,38,304,338,34,0.9702957262759965,0.2419218955996679
Metro,Route_17,Station_18,Station_22,Rain,Unknown / Missing Event,Summer,Monday,17.5,74,21,5.3,57,0,0,10000,9.210440366976517,1,2023,1,2,0,0,1,0,46,1,10,46,70,24,0.19936793441719716,0.9799247046208296
Train,Route_16,Station_17,Station_36,Snow,Concert,Summer,Friday,21.9,32,22,4.7,36,0,0,0,0.0,0,2023,1,20,4,0,1,18,16,18,45,1096,1125,29,-0.9975640502598243,0.06975647374412522
Bus,Route_9,Station_34,Station_9,Storm,Protest,Spring,Wednesday,-5.0,49,52,18.0,90,0,0,0,0.0,0,2023,1,11,2,0,1,10,45,11,8,645,668,23,0.32143946530316175,-0.9469301294951056
Tram,Route_13,Station_7,Station_22,Cloudy,Protest,Spring,Sunday,-2.9,32,46,14.2,46,0,0,10000,9.210440366976517,1,2023,1,8,6,1,1,11,46,12,28,706,748,42,0.06104853953485719,-0.9981347984218669
Train,Route_2,Station_16,Station_13,Storm,Unknown / Missing Event,Spring,Monday,10.2,47,15,16.5,19,0,0,0,0.0,0,2023,1,9,0,0,1,19,45,20,21,1185,1221,36,-0.8968727415326884,0.442288690219001
Metro,Route_12,Station_47,Station_9,Cloudy,Unknown / Missing Event,Autumn,Sunday,9.1,83,45,12.2,56,0,0,0,0.0,0,2023,1,1,6,1,1,16,31,17,21,991,1041,50,-0.9255405040175664,-0.378648617352433
Bus,Route_10,Station_7,Station_19,Clear,Unknown / Missing Event,Autumn,Friday,20.5,49,46,3.7,33,0,0,500,6.2166061010848646,1,2023,1,6,4,0,1,7,17,8,7,437,487,50,0.9440890203927843,-0.3296906452627872
Train,Route_12,Station_17,Station_43,Rain,Unknown / Missing Event,Autumn,Wednesday,14.8,53,3,14.9,69,0,0,2000,7.601402334583733,1,2023,1,4,2,0,1,6,19,6,52,379,412,33,0.9965655024977614,-0.08280820751220423
Bus,Route_16,Station_20,Station_5,Clear,Festival,Spring,Thursday,2.7,67,28,14.0,67,1,0,500,6.2166061010848646,1,2023,1,5,3,0,1,6,1,6,46,361,406,45,0.9999904807207345,-0.00436330928474646
Metro,Route_19,Station_29,Station_24,Rain,Sports,Spring,Wednesday,6.0,82,12,16.0,6,0,0,0,0.0,0,2023,1,18,2,0,1,14,15,15,3,855,903,48,-0.5555702330196023,-0.8314696123025452
Metro,Route_3,Station_36,Station_9,Storm,Sports,Spring,Saturday,31.2,45,19,2.1,90,0,0,0,0.0,0,2023,1,21,5,1,1,7,0,7,45,420,465,45,0.9659258262890683,-0.25881904510252085
Metro,Route_6,Station_21,Station_2,Clear,Unknown / Missing Event,Spring,Thursday,-0.4,37,56,5.9,76,0,0,0,0.0,0,2023,1,19,3,0,1,18,33,19,5,1113,1145,32,-0.9896513868196702,0.14349262199117904
